set_id;ver_id;yt_id;title;performer;url;status;subset;has_feature
157;29;WL9KNdQDDVw;Come Together;Defunkt;https://www.youtube.com/watch?v=WL9KNdQDDVw;True;TEST;True
157;30;_yvlS3mYBtY;Come Together;Mia Martini;https://www.youtube.com/watch?v=_yvlS3mYBtY;True;TEST;True
157;31;pHOk8MyDloI;Come Together;Afónicos;https://www.youtube.com/watch?v=pHOk8MyDloI;True;TEST;True
157;32;cR7dR1uQARs;Come Together;Whipped Cream;https://www.youtube.com/watch?v=cR7dR1uQARs;True;TEST;True
157;35;1BJJKMmDGfU;Come Together;IRA;https://www.youtube.com/watch?v=1BJJKMmDGfU;True;TEST;True
157;36;Ku8HPqGFBUs;Come Together;Джоанна Стингрэй и БГ [Joanna Stingray i BG];https://www.youtube.com/watch?v=Ku8HPqGFBUs;True;TEST;True
157;38;-fmLuap4lc8;Come Together;Mina;https://www.youtube.com/watch?v=-fmLuap4lc8;True;TEST;True
157;39;bRwmBdVMPy4;Come Together;Sanne & Nikolaj Steen;https://www.youtube.com/watch?v=bRwmBdVMPy4;True;TEST;True
157;40;ZWNWPDu2iYQ;Come Together;Delbert McClinton;https://www.youtube.com/watch?v=ZWNWPDu2iYQ;True;TEST;True
157;41;8jPO2-zvSQ0;Come Together;The Smokin' Mojo Filters feat. Paul Weller, Paul McCartney & Noel Gallagher;https://www.youtube.com/watch?v=8jPO2-zvSQ0;True;TEST;True
157;43;_cGwrlGzwcM;Come Together;Bob Belden ft. Cassandra Wilson & Dianne Reeves;https://www.youtube.com/watch?v=_cGwrlGzwcM;True;TEST;True
157;44;U3-gTrXyUz0;Come Together;Buddy Miles;https://www.youtube.com/watch?v=U3-gTrXyUz0;True;TEST;True
157;45;P_7xoC6k7PA;Come Together;Robin Williams & Bobby McFerrin;https://www.youtube.com/watch?v=P_7xoC6k7PA;True;TEST;True
157;46;yVYbrTcyzgw;Come Together;Junior Vasquez;https://www.youtube.com/watch?v=yVYbrTcyzgw;True;TEST;True
157;48;bm6ASifuw-w;Come Together;Spiralmouth;https://www.youtube.com/watch?v=bm6ASifuw-w;True;TEST;True
157;49;CPfOiVeYpW4;Come Together;Johnny Allen;https://www.youtube.com/watch?v=CPfOiVeYpW4;True;TEST;True
157;51;MR6BghED4mE;Come Together;Boom-Boom;https://www.youtube.com/watch?v=MR6BghED4mE;True;TEST;True
157;52;6hqC16V_b2s;Come Together;Bobby Bell;https://www.youtube.com/watch?v=6hqC16V_b2s;True;TEST;True
157;53;fO3CeTHHQtM;Come Together;Cássia Eller;https://www.youtube.com/watch?v=fO3CeTHHQtM;True;TEST;True
157;54;u67FNZ1K44I;Come Together;Wolfgang;https://www.youtube.com/watch?v=u67FNZ1K44I;True;TEST;True
157;55;-xyV94AKFtc;Come Together;Rudy Rotta Band;https://www.youtube.com/watch?v=-xyV94AKFtc;True;TEST;True
157;56;Uwqkgv9a0Ss;Come Together;Phe Cullen;https://www.youtube.com/watch?v=Uwqkgv9a0Ss;True;TEST;True
157;57;1NhLZtWAry4;Come Together;Craig David;https://www.youtube.com/watch?v=1NhLZtWAry4;True;TEST;True
157;59;tybfIFJLXBE;Come Together;Black Label Society;https://www.youtube.com/watch?v=tybfIFJLXBE;True;TEST;True
157;60;lZDKc-ZM-Bo;Come Together;Eurythmics;https://www.youtube.com/watch?v=lZDKc-ZM-Bo;True;TEST;True
157;61;3Qp8zFEkbsM;Come Together;Regine Velasquez;https://www.youtube.com/watch?v=3Qp8zFEkbsM;True;TEST;True
157;62;S9kBvUxY3v0;Come Together;Petra Magoni - Ferruccio Spinetti;https://www.youtube.com/watch?v=S9kBvUxY3v0;True;TEST;True
157;63;NQHE6G8u60w;Come Together;The Silver Beatles;https://www.youtube.com/watch?v=NQHE6G8u60w;True;TEST;True
157;64;3GW3-Avt-Ak;Come Together;Emmanuel Santarromana;https://www.youtube.com/watch?v=3GW3-Avt-Ak;True;TEST;True
157;65;wPzxlhTv_-s;Come Together;Labyrinth;https://www.youtube.com/watch?v=wPzxlhTv_-s;True;TEST;True
157;66;JxRHGMi7MnQ;Come Together;Joe Cocker;https://www.youtube.com/watch?v=JxRHGMi7MnQ;True;TEST;True
157;67;ATX4vXt03CY;Come Together;Firefall Acoustic;https://www.youtube.com/watch?v=ATX4vXt03CY;True;TEST;True
157;69;PXs81MWZUqo;Come Together;Carly Smithson;https://www.youtube.com/watch?v=PXs81MWZUqo;True;TEST;True
157;70;3SAlIhEJ8b4;Come Together;akiko;https://www.youtube.com/watch?v=3SAlIhEJ8b4;True;TEST;True
157;71;GVext7wppeg;Come Together;Erik Truffaz / Sly Johnson;https://www.youtube.com/watch?v=GVext7wppeg;True;TEST;True
157;72;f9QPFbkYdp8;Come Together;The Invisible;https://www.youtube.com/watch?v=f9QPFbkYdp8;True;TEST;True
157;73;iAo277lnUtw;Come Together;Collide;https://www.youtube.com/watch?v=iAo277lnUtw;True;TEST;True
157;74;jjF6_E3DdqM;Come Together;Boh Runga with Che Fu;https://www.youtube.com/watch?v=jjF6_E3DdqM;True;TEST;True
157;76;tOkYMw5-ZMg;Come Together;Adam Ben Ezra;https://www.youtube.com/watch?v=tOkYMw5-ZMg;True;TEST;True
157;77;rYVddmCPhcg;Come Together;Tok Tok Tok;https://www.youtube.com/watch?v=rYVddmCPhcg;True;TEST;True
157;78;o7_oyLcoXIM;Come Together;Willy Chirino;https://www.youtube.com/watch?v=o7_oyLcoXIM;True;TEST;True
157;79;ZDw54az3yuA;Come Together;Lee Rocker;https://www.youtube.com/watch?v=ZDw54az3yuA;True;TEST;True
157;80;K1ZJgKhdZ9U;Come Together;Marike Jager;https://www.youtube.com/watch?v=K1ZJgKhdZ9U;True;TEST;True
157;82;sbXAL9G0WHs;Come Together;Roberta Flack;https://www.youtube.com/watch?v=sbXAL9G0WHs;True;TEST;True
157;83;kPi-MOxR0l4;Come Together;Godsmack;https://www.youtube.com/watch?v=kPi-MOxR0l4;True;TEST;True
157;84;a-5tTz8flYI;Come Together;Arctic Monkeys;https://www.youtube.com/watch?v=a-5tTz8flYI;True;TEST;True
157;85;xEftAMMrlrk;Come Together;The Strypes;https://www.youtube.com/watch?v=xEftAMMrlrk;True;TEST;True
157;86;d34TZqBBXV8;Come Together;Henrik Freischlader Band;https://www.youtube.com/watch?v=d34TZqBBXV8;True;TEST;True
157;87;mfRJenL3p4I;Come Together;Eric Church;https://www.youtube.com/watch?v=mfRJenL3p4I;True;TEST;True
157;88;xcUEc4xKG4c;Come Together;Jane Lewis;https://www.youtube.com/watch?v=xcUEc4xKG4c;True;TEST;True
157;89;IFf17qJ9lJs;Come Together;33Tours;https://www.youtube.com/watch?v=IFf17qJ9lJs;True;TEST;True
157;90;_8wBP3qtfDk;Simpathy for the Devil / Come Together;Rudy Rotta;https://www.youtube.com/watch?v=_8wBP3qtfDk;True;TEST;True
157;91;zsHPRL4ey9c;Come Together;Aurélia O'Leary;https://www.youtube.com/watch?v=zsHPRL4ey9c;True;TEST;True
157;92;0em6mXKbVqk;Come Together;Pomplamoose;https://www.youtube.com/watch?v=0em6mXKbVqk;True;TEST;True
157;93;IWn_8Xjq0Z4;Come Together;Orchid & Beryl featuring Brandon McCray;https://www.youtube.com/watch?v=IWn_8Xjq0Z4;True;TEST;True
157;94;T59jW9v0c00;Come Together;Barb Jungr & John McDaniel;https://www.youtube.com/watch?v=T59jW9v0c00;True;TEST;True
157;95;PhxmmPIRabc;Come Together;Frank Chacksfield and His Orchestra;https://www.youtube.com/watch?v=PhxmmPIRabc;True;TEST;True
157;97;PyDdSoT8m18;Come Together;George Duke;https://www.youtube.com/watch?v=PyDdSoT8m18;True;TEST;True
157;98;22E_KWD3dwk;Come Together;"Richard ""Groove"" Holmes and Ernie Watts";https://www.youtube.com/watch?v=22E_KWD3dwk;True;TEST;True
157;99;rsFswThPv58;Come Together;Claude Denjean et le moog synthesizer;https://www.youtube.com/watch?v=rsFswThPv58;True;TEST;True
157;100;cRnDSy2PPIA;Come Together;Count Basie and His Orchestra;https://www.youtube.com/watch?v=cRnDSy2PPIA;True;TEST;True
157;101;LGedbdAlhdg;Come Together;Odell Brown;https://www.youtube.com/watch?v=LGedbdAlhdg;True;TEST;True
157;102;0iko2qtxucU;Come Together;The Ice Man's Band;https://www.youtube.com/watch?v=0iko2qtxucU;True;TEST;True
157;105;Dhl155_Y-3w;Come Together;Marcus Miller;https://www.youtube.com/watch?v=Dhl155_Y-3w;True;TEST;True
157;106;f2vC9gbmJNI;Come Together;Rick Wakeman;https://www.youtube.com/watch?v=f2vC9gbmJNI;True;TEST;True
157;107;RjeKxJBTFEA;Come Together;The Canadian Brass;https://www.youtube.com/watch?v=RjeKxJBTFEA;True;TEST;True
157;109;5JY2apqJLk8;Come Together;Tommy Guerrero;https://www.youtube.com/watch?v=5JY2apqJLk8;True;TEST;True
157;110;bGJI7mTfdcc;Come Together;Lynne Arriale Trio;https://www.youtube.com/watch?v=bGJI7mTfdcc;True;TEST;True
157;111;sRIhVNyh8k8;Come Together;Michael Chapdelaine;https://www.youtube.com/watch?v=sRIhVNyh8k8;True;TEST;True
157;112;vaiURZliGiw;Come Together;Jacques Stotzem;https://www.youtube.com/watch?v=vaiURZliGiw;True;TEST;True
157;113;r1eyyTlnXrs;Come Together;Soulive;https://www.youtube.com/watch?v=r1eyyTlnXrs;True;TEST;True
157;114;9TBbiT1BbNU;Come Together;Quatuor Ébène;https://www.youtube.com/watch?v=9TBbiT1BbNU;True;TEST;True
157;115;-Qhw2XpKR-A;Come Together;Marcus Johnson;https://www.youtube.com/watch?v=-Qhw2XpKR-A;True;TEST;True
157;116;nGFirsl1SEc;Come Together;Bill Frisell;https://www.youtube.com/watch?v=nGFirsl1SEc;True;TEST;True
157;117;rQL3Ohw68cE;Come Together;8-Bit Arcade;https://www.youtube.com/watch?v=rQL3Ohw68cE;True;TEST;True
157;118;PXIbLv86R1g;Come to Father;ApologetiX;https://www.youtube.com/watch?v=PXIbLv86R1g;True;TEST;True
157;119;3zfCcgDV9BQ;Come Together;Gerard Saint Paul;https://www.youtube.com/watch?v=3zfCcgDV9BQ;True;TEST;True
157;120;24x1w7Up0eg;Tam Tam;The Rogers;https://www.youtube.com/watch?v=24x1w7Up0eg;True;TEST;True
214;1;qXa1CR8f3W8;Enjoy the Silence;SYZYGY;https://www.youtube.com/watch?v=qXa1CR8f3W8;True;TEST;True
214;2;V-cA7LyKlCk;Enjoy the Silence;The Escape;https://www.youtube.com/watch?v=V-cA7LyKlCk;True;TEST;True
214;3;l7oARe3VpVI;Enjoy the Silence;Y Front;https://www.youtube.com/watch?v=l7oARe3VpVI;True;TEST;True
214;4;52fRn2ouT3k;Enjoy the Silence;Failure;https://www.youtube.com/watch?v=52fRn2ouT3k;True;TEST;True
214;5;8nIDckStoIc;Enjoy the Silence;Matthew Good Band;https://www.youtube.com/watch?v=8nIDckStoIc;True;TEST;True
214;7;vf1nIxrTodg;Enjoy the Silence;Moon Under Water;https://www.youtube.com/watch?v=vf1nIxrTodg;True;TEST;True
214;8;ZZJbYMtOyEY;Enjoy the Silence;Entwine;https://www.youtube.com/watch?v=ZZJbYMtOyEY;True;TEST;True
214;9;ytbwOvmwiBg;Enjoy the Silence;De Heideroosjes;https://www.youtube.com/watch?v=ytbwOvmwiBg;True;TEST;True
214;10;Zx_K1690R9U;Enjoy the Silence;Squealer;https://www.youtube.com/watch?v=Zx_K1690R9U;True;TEST;True
214;13;3oo4kNqfn_g;Enjoy the Silence;Flesh Field;https://www.youtube.com/watch?v=3oo4kNqfn_g;True;TEST;True
214;14;_gZzkGvyqzc;Enjoy the Silence;Tori Amos;https://www.youtube.com/watch?v=_gZzkGvyqzc;True;TEST;True
214;15;lXA1xuwp18I;Enjoy the Silence;No Use for a Name;https://www.youtube.com/watch?v=lXA1xuwp18I;True;TEST;True
214;16;YmIykKF4f4w;Enjoy the Silence;Smitten;https://www.youtube.com/watch?v=YmIykKF4f4w;True;TEST;True
214;17;hplHK9i0hdw;Enjoy the Silence;Evergreen Terrace;https://www.youtube.com/watch?v=hplHK9i0hdw;True;TEST;True
214;18;Dv9Jb9BWqms;Enjoy the Silence;Caater;https://www.youtube.com/watch?v=Dv9Jb9BWqms;True;TEST;True
214;19;fWo4pkYi_38;Enjoy the Silence;Inscape;https://www.youtube.com/watch?v=fWo4pkYi_38;True;TEST;True
214;20;vDmyVFavpSY;Enjoy the Silence;G & S Project;https://www.youtube.com/watch?v=vDmyVFavpSY;True;TEST;True
214;21;cYKv7LvIY98;Enjoy the Silence;Seafoam Green;https://www.youtube.com/watch?v=cYKv7LvIY98;True;TEST;True
214;22;SmbRP5LUKJs;Enjoy the Silence;Smashing Potatoes;https://www.youtube.com/watch?v=SmbRP5LUKJs;True;TEST;True
214;23;wKCDKe_GzrY;Enjoy the Silence;Project for the Masses;https://www.youtube.com/watch?v=wKCDKe_GzrY;True;TEST;True
214;24;aAeuOf6R-Pg;Enjoy the Silence;Ikonoklast;https://www.youtube.com/watch?v=aAeuOf6R-Pg;True;TEST;True
214;25;Lx58hXh4pVA;Enjoy the Silence;Lacuna Coil;https://www.youtube.com/watch?v=Lx58hXh4pVA;True;TEST;True
214;26;cpD5695Kfis;Enjoy the Silence;Anberlin;https://www.youtube.com/watch?v=cpD5695Kfis;True;TEST;True
214;27;ESNqcauxL9U;Enjoy the Silence;Bell X1;https://www.youtube.com/watch?v=ESNqcauxL9U;True;TEST;True
214;28;_LBwaqgpwEc;Enjoy the Silence;Scala & Kolacny Brothers;https://www.youtube.com/watch?v=_LBwaqgpwEc;True;TEST;True
214;29;oQsd_j4RsKU;Enjoy the Silence;Ryan Star;https://www.youtube.com/watch?v=oQsd_j4RsKU;True;TEST;True
214;30;4gVClrDpyzw;Enjoy the Silence;Smood feat. the Voice of Rita;https://www.youtube.com/watch?v=4gVClrDpyzw;True;TEST;True
214;31;n23d6h5IMIs;Enjoy the Silence;Orleya;https://www.youtube.com/watch?v=n23d6h5IMIs;True;TEST;True
214;32;6dF7pcB7UoI;Enjoy the Silence;Ashaw feat. Mary F;https://www.youtube.com/watch?v=6dF7pcB7UoI;True;TEST;True
214;33;eTzQC9alliU;Enjoy the Silence;Keane;https://www.youtube.com/watch?v=eTzQC9alliU;True;TEST;True
214;34;JS6rKIt7Yys;Enjoy the Silence;Kim Wilde;https://www.youtube.com/watch?v=JS6rKIt7Yys;True;TEST;True
214;35;KHNwKQ-rJYs;Enjoy the Silence;Rasta;https://www.youtube.com/watch?v=KHNwKQ-rJYs;True;TEST;True
214;36;bFCAAYQILYs;Enjoy the Silence;Division Day;https://www.youtube.com/watch?v=bFCAAYQILYs;True;TEST;True
214;37;WHrG9wbIrsU;Enjoy the Silence;Preternatural;https://www.youtube.com/watch?v=WHrG9wbIrsU;True;TEST;True
214;38;WZIjswMYBqQ;Enjoy the Silence;Cluster;https://www.youtube.com/watch?v=WZIjswMYBqQ;True;TEST;True
214;39;kYnZsG7yq-U;Enjoy the Silence;Revol;https://www.youtube.com/watch?v=kYnZsG7yq-U;True;TEST;True
214;40;zpvfb2jkkKc;Enjoy the Silence;MoriArty;https://www.youtube.com/watch?v=zpvfb2jkkKc;True;TEST;True
214;41;55XIdavZxCQ;Enjoy the Silence;Gregorian;https://www.youtube.com/watch?v=55XIdavZxCQ;True;TEST;True
214;42;YtePcSgqij0;Enjoy the Silence;The Time Frequency;https://www.youtube.com/watch?v=YtePcSgqij0;True;TEST;True
214;43;kYs3v_eZDQU;Enjoy the Silence;Sonos;https://www.youtube.com/watch?v=kYs3v_eZDQU;True;TEST;True
214;44;pc-CAWjo4vE;Enjoy the Silence;Red Blooded Women;https://www.youtube.com/watch?v=pc-CAWjo4vE;True;TEST;True
214;45;7npwari81xQ;Enjoy the Silence;Nada Surf;https://www.youtube.com/watch?v=7npwari81xQ;True;TEST;True
214;46;695CrV1yYZI;Enjoy the Silence;Monkey Trick;https://www.youtube.com/watch?v=695CrV1yYZI;True;TEST;True
214;47;9v6rAiXd_D0;Enjoy the Silence;Bebo Best & Evelins feat. Mr. Lova;https://www.youtube.com/watch?v=9v6rAiXd_D0;True;TEST;True
214;48;yU-AOEBLwL8;Enjoy the Silence;Patti Austin;https://www.youtube.com/watch?v=yU-AOEBLwL8;True;TEST;True
214;49;oPGA_iaRk44;Enjoy the Silence;Susan Boyle;https://www.youtube.com/watch?v=oPGA_iaRk44;True;TEST;True
214;50;YEdEkww-VY8;Enjoy the Silence;Nicole Eitner and The Citizens;https://www.youtube.com/watch?v=YEdEkww-VY8;True;TEST;True
214;51;pDHv4xhP4R8;Enjoy the Silence;Hussey-Regan;https://www.youtube.com/watch?v=pDHv4xhP4R8;True;TEST;True
214;52;oSendBsk8To;Enjoy the Silence;Mademoizelle Fizz;https://www.youtube.com/watch?v=oSendBsk8To;True;TEST;True
214;53;BhPip-tp78M;Enjoy the Silence;Tim Christensen;https://www.youtube.com/watch?v=BhPip-tp78M;True;TEST;True
214;54;gr6p_KahoK8;Enjoy the Silence;Hell Rides North;https://www.youtube.com/watch?v=gr6p_KahoK8;True;TEST;True
214;55;kfIdiNOK3to;Enjoy the Silence;Cage9;https://www.youtube.com/watch?v=kfIdiNOK3to;True;TEST;True
214;56;RW-Ai2jdZR8;Enjoy the Silence;Hybrid;https://www.youtube.com/watch?v=RW-Ai2jdZR8;True;TEST;True
214;57;TGpWAPQahjA;Enjoy the Silence;Eric Whitacre & Eric Whitacre Singers;https://www.youtube.com/watch?v=TGpWAPQahjA;True;TEST;True
214;58;dM_SLlbja1Y;Enjoy the Silence;Scarlett & Disher;https://www.youtube.com/watch?v=dM_SLlbja1Y;True;TEST;True
214;59;HDeTEMNLcmc;Enjoy the Silence (Re:Imagined);Denmark + Winter;https://www.youtube.com/watch?v=HDeTEMNLcmc;True;TEST;True
214;60;1WLU_tlIwVY;Enjoy the Silence;Lotte Kestner;https://www.youtube.com/watch?v=1WLU_tlIwVY;True;TEST;True
214;61;7lzeRZPmeaQ;Enjoy the Silence;Richie Ramone;https://www.youtube.com/watch?v=7lzeRZPmeaQ;True;TEST;True
214;64;FoPu-EmeNGI;Enjoy the Silence;Alessandro Deledda;https://www.youtube.com/watch?v=FoPu-EmeNGI;True;TEST;True
214;65;YvbKr56upQU;Enjoy the Silence;Carmine Ruizzo;https://www.youtube.com/watch?v=YvbKr56upQU;True;TEST;True
369;0;Mb3iPP-tHdA;A Whiter Shade of Pale;Procol Harum;https://www.youtube.com/watch?v=Mb3iPP-tHdA;True;TEST;True
369;1;1YCJPP0d5Ws;A Whiter Shade of Pale;Dave Antony's Moods;https://www.youtube.com/watch?v=1YCJPP0d5Ws;True;TEST;True
369;2;DSv4orXXk38;A Whiter Shade of Pale;Wess;https://www.youtube.com/watch?v=DSv4orXXk38;True;TEST;True
369;5;7_3Gd1Jap3s;Whiter Shade of Pale;Alton Ellis;https://www.youtube.com/watch?v=7_3Gd1Jap3s;True;TEST;True
369;6;FI8d36w_ijw;A Whiter Shade of Pale;King Curtis & The Kingpins;https://www.youtube.com/watch?v=FI8d36w_ijw;True;TEST;True
369;7;a8GeboZh2w8;A Whiter Shade of Pale;Trudy Pitts;https://www.youtube.com/watch?v=a8GeboZh2w8;True;TEST;True
369;8;H8o_zJ25Zqo;A Whiter Shade of Pale;Noel Harrison;https://www.youtube.com/watch?v=H8o_zJ25Zqo;True;TEST;True
369;9;jZFEqPHVa0w;A Whiter Shade of Pale;Bobby Johnson and The Atoms;https://www.youtube.com/watch?v=jZFEqPHVa0w;True;TEST;True
